Civilian_Casualties,Count_of_Persons_Rescued,Estimated_Dollar_Loss,Estimated_Number_Of_Persons_Displaced,Fire_Alarm_System_Impact_on_Evacuation,Fire_Alarm_System_Operation,Fire_Alarm_System_Presence,Fire_Under_Control_Time,Ignition_Source,Last_TFS_Unit_Clear_Time,Latitude,Longitude,Possible_Cause,Property_Use,TFS_Alarm_Time,TFS_Arrival_Time
1,0,1000,0,Not applicable: Occupant(s) first alerted by other means,Fire alarm system operated,Fire alarm system present,2016-11-21T03:02:02,Undetermined,2016-11-21T12:07:36,43.67748,-79.50641,Undetermined,Multi-Unit Dwelling - Over 12 Units,2016-11-21T02:47:03,2016-11-21T02:53:28
0,0,10000,0,Not applicable: Occupant(s) first alerted by other means,Not applicable (no system),Not applicable (bldg not classified by OBC OR detached/semi/town home),2016-11-21T09:25:25,"Stove, Range-top burner",2016-11-21T09:54:51,43.72729,-79.54936,Unattended,Multi-Unit Dwelling - Over 12 Units,2016-11-21T09:14:32,2016-11-21T09:21:23
0,0,10000,0,"Not applicable: No fire alarm system, no persons present",Not applicable (no system),Not applicable (bldg not classified by OBC OR detached/semi/town home),2011-07-18T09:27:48,"Terminations-Copper (incl receptacles, switches, lights)",2011-07-18T12:05:11,43.6029,-79.54914,Electrical Failure,Detached Dwelling,2011-07-18T09:14:45,2011-07-18T09:20:51
0,0,0,0,Undetermined,Fire alarm system operation undetermined,Undetermined,2011-07-20T02:15:26,Undetermined,2011-07-20T02:49:04,43.76799,-79.42299,Undetermined,Detached Dwelling,2011-07-20T02:05:12,2011-07-20T02:10:30
0,0,500,0,Not applicable: Occupant(s) first alerted by other means,Not applicable (no system),No Fire alarm system,2011-07-20T12:17:00,Undetermined,2011-07-20T12:49:58,43.77256,-79.14084,"Unintentional, cause undetermined",Detached Dwelling,2011-07-20T12:04:21,2011-07-20T12:15:57
0,0,500,0,Not applicable: Occupant(s) first alerted by other means,Fire alarm system did not operate,Not applicable (bldg not classified by OBC OR detached/semi/town home),2011-07-22T17:28:56,Other Appliances,2011-07-22T17:42:01,43.68793,-79.32253,"Unintentional, cause undetermined",Semi-Detached Dwelling,2011-07-22T17:22:00,2011-07-22T17:26:59
0,0,10000,0,Not applicable: Occupant(s) first alerted by other means,Fire alarm system operation undetermined,Undetermined,2011-07-26T19:05:18,Oven,2011-07-26T19:19:13,43.59258,-79.5418,"Routine maintenance deficiency, eg creosote, lint, grease buildup","Specialty Food Store (eg. butcher, delicatessen, etc.)",2011-07-26T19:00:33,2011-07-26T19:05:18
0,0,10000,0,"Not applicable: No fire alarm system, no persons present",Not applicable (no system),No Fire alarm system,2011-07-27T14:55:00,"Stove, Range-top burner",2011-07-27T15:38:43,43.82401,-79.21449,Unattended,Detached Dwelling,2011-07-27T14:42:17,2011-07-27T14:50:13
0,0,2000,0,"Not applicable: No fire alarm system, no persons present",Not applicable (no system),Not applicable (bldg not classified by OBC OR detached/semi/town home),2011-07-31T18:46:00,"Incandescent Lamp - Light Bulb, Spotlight",2011-07-31T19:11:43,43.79164,-79.14354,Improper Storage,Detached Dwelling,2011-07-31T18:29:39,2011-07-31T18:35:30
0,0,0,0,"Not applicable: No fire alarm system, no persons present",Not applicable (no system),Not applicable (bldg not classified by OBC OR detached/semi/town home),2017-05-21T18:22:46,Vehicle - Electrical,2017-05-21T18:41:36,43.71774,-79.50646,Electrical Failure,Police Station (without detention quarters),2017-05-21T18:16:34,2017-05-21T18:19:48
0,0,150,0,All persons (at risk of injury) evacuated as a result of hearing fire alarm system,Fire alarm system operated,Fire alarm system present,2013-05-21T09:43:57,Undetermined,2013-05-21T10:48:02,43.64913,-79.3908,Improper Storage,"Bowling Alley, Billiard Centre, pool hall",2013-05-21T09:30:29,2013-05-21T09:34:02
0,0,30000,1,All persons (at risk of injury) evacuated as a result of hearing fire alarm system,Not applicable (no system),Not applicable (bldg not classified by OBC OR detached/semi/town home),2016-02-04T01:14:26,"Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",2016-02-04T02:28:38,43.65689,-79.46848,Other misuse of ignition source/material ignited,Detached Dwelling,2016-02-04T00:56:27,2016-02-04T01:02:06
0,0,10000,2,Not applicable: Occupant(s) first alerted by other means,Fire alarm system did not operate,Fire alarm system present,2015-08-20T04:35:40,"Stove, Range-top burner",2015-08-20T05:12:57,43.68254,-79.3998,Electrical Failure,Multi-Unit Dwelling - Over 12 Units,2015-08-20T03:23:59,2015-08-20T03:29:23
0,0,500,100,All persons (at risk of injury) evacuated as a result of hearing fire alarm system,Fire alarm system operated,Fire alarm system present,2015-08-21T00:05:21,"Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",2015-08-21T00:37:37,43.76033,-79.40938,Improper handling of ignition source or ignited material,Multi-Unit Dwelling - Over 12 Units,2015-08-20T23:52:35,2015-08-20T23:57:26
0,0,500,0,"Not applicable: No fire alarm system, no persons present",Not applicable (no system),No Fire alarm system,2013-05-30T21:00:00,"Cord, Cable for Appliance, Electrical Articles",2013-05-30T21:21:29,43.66984,-79.42628,Electrical Failure,Detached Dwelling,2013-05-30T20:52:52,2013-05-30T20:56:35
0,0,10,0,Not applicable: Occupant(s) first alerted by other means,Fire alarm system did not operate,Fire alarm system present,2011-08-05T16:38:58,"Stove, Range-top burner",2011-08-05T16:53:41,43.68721,-79.41996,Unattended,Multi-Unit Dwelling - Over 12 Units,2011-08-05T16:30:36,2011-08-05T16:35:33
0,0,500,0,All persons (at risk of injury) evacuated as a result of hearing fire alarm system,Fire alarm system operated,Fire alarm system present,2011-08-05T18:52:37,Candle,2011-08-05T19:33:48,43.67738,-79.43396,Unattended,Detached Dwelling,2011-08-05T18:41:11,2011-08-05T18:44:57
0,0,500,0,Undetermined,Fire alarm system operation undetermined,Undetermined,2011-08-07T13:35:28,"Stove, Range-top burner",2011-08-07T14:25:52,43.72236,-79.31131,Undetermined,"Restaurants (occupant load greater than 30 persons, licensed)",2011-08-07T13:29:13,2011-08-07T13:33:12
0,0,0,0,"Not applicable: No fire alarm system, no persons present",Not applicable (no system),Not applicable (bldg not classified by OBC OR detached/semi/town home),2011-08-21T20:41:33,Range Hood,2011-08-21T21:03:55,43.68375,-79.34578,Unattended,Semi-Detached Dwelling,2011-08-21T20:33:18,2011-08-21T20:38:07
1,0,5000,0,Not applicable: Occupant(s) first alerted by other means,Fire alarm system did not operate,Fire alarm system present,2011-08-29T08:19:25,"Stove, Range-top burner",2011-08-29T08:45:42,43.70321,-79.34663,Unattended,Multi-Unit Dwelling - Over 12 Units,2011-08-29T08:12:21,2011-08-29T08:19:25
0,0,1000,0,"Not applicable: No fire alarm system, no persons present",Not applicable (no system),No Fire alarm system,2011-09-10T12:06:47,"Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",2011-09-10T12:55:41,43.69924,-79.457,Improperly Discarded,Detached Dwelling,2011-09-10T11:57:26,2011-09-10T12:02:17
0,0,500,2,All persons (at risk of injury) evacuated as a result of hearing fire alarm system,Fire alarm system operated,Fire alarm system present,2011-08-10T01:14:01,Painting Equipment,2011-08-10T01:50:41,43.64551,-79.59006,Improperly Discarded,"Attached Dwelling (eg. rowhouse, townhouse, etc.)",2011-08-10T00:59:24,2011-08-10T01:05:27
0,0,200,0,Undetermined,Fire alarm system operation undetermined,Not applicable (bldg not classified by OBC OR detached/semi/town home),2011-08-10T14:17:27,"Cord, Cable for Appliance, Electrical Articles",2011-08-10T14:37:50,43.7149,-79.54946,Electrical Failure,Detached Dwelling,2011-08-10T14:10:47,2011-08-10T14:17:26
0,0,500,0,"Not applicable: No fire alarm system, no persons present",Not applicable (no system),No Fire alarm system,2011-08-12T20:55:35,"Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",2011-08-12T21:14:32,43.73308,-79.57178,Improperly Discarded,Detached Dwelling,2011-08-12T20:49:16,2011-08-12T20:54:04
0,0,5000,0,"Not applicable: No fire alarm system, no persons present",Fire alarm system operation undetermined,Undetermined,2015-02-07T17:37:50,Undetermined,2015-02-07T18:33:50,43.72456,-79.41655,Undetermined,Detached Dwelling,2015-02-07T17:25:07,2015-02-07T17:30:45
0,0,500,0,All persons (at risk of injury) evacuated as a result of hearing fire alarm system,Fire alarm system operated,Fire alarm system present,2013-06-05T14:50:00,Candle,2013-06-05T15:12:37,43.70321,-79.34663,Used or Placed too close to combustibles,Multi-Unit Dwelling - Over 12 Units,2013-06-05T14:35:09,2013-06-05T14:40:22
0,0,5000,0,"Not applicable: No fire alarm system, no persons present",Not applicable (no system),Not applicable (bldg not classified by OBC OR detached/semi/town home),2016-06-13T05:17:36,Undetermined,2016-06-13T06:15:12,43.73881,-79.58991,Undetermined,"Attached Dwelling (eg. rowhouse, townhouse, etc.)",2016-06-13T05:06:42,2016-06-13T05:13:12
0,0,10000,0,Not applicable: Occupant(s) first alerted by other means,Not applicable (no system),No Fire alarm system,2013-06-14T18:23:00,"Blow Torch, Bunsen Burner",2013-06-14T19:32:21,43.67895,-79.34484,Improper handling of ignition source or ignited material,Multi-Unit Dwelling - Over 12 Units,2013-06-14T17:52:21,2013-06-14T17:56:23
0,0,1000,0,"Not applicable: No fire alarm system, no persons present",Fire alarm system did not operate,Fire alarm system present,2015-08-21T15:20:42,"Television, Radio, Stereo, Tape Recorder, etc.",2015-08-21T16:45:31,43.72694,-79.28728,Undetermined,"Computer/electronics store, service or repair",2015-08-21T15:08:17,2015-08-21T15:11:46
0,0,300,4,Undetermined,Fire alarm system operation undetermined,Undetermined,2011-08-16T20:21:01,"Other Cooking Items (eg Toaster, Kettle, elec frying pan)",2011-08-16T20:57:12,43.68099,-79.48309,Unattended,Detached Dwelling,2011-08-16T20:16:55,2011-08-16T20:21:01
0,0,100,0,"Not applicable: No fire alarm system, no persons present",Not applicable (no system),Not applicable (bldg not classified by OBC OR detached/semi/town home),2011-08-17T06:54:00,Clothes Dryer,2011-08-17T07:06:29,43.73828,-79.54438,Electrical Failure,Semi-Detached Dwelling,2011-08-17T06:47:12,2011-08-17T06:53:58
0,0,5000,0,Not applicable: Occupant(s) first alerted by other means,Not applicable (no system),Not applicable (bldg not classified by OBC OR detached/semi/town home),2011-08-24T22:20:00,Circuit Wiring - Copper,2011-08-24T22:50:05,43.69272,-79.34792,Electrical Failure,Garage:  General Auto Parking - Structure,2011-08-24T22:01:30,2011-08-24T22:05:35
0,0,10000,2,Undetermined,Fire alarm system operated,Fire alarm system present,2014-05-04T17:53:59,Open Fired Barbeque - Fixed or Portable,2014-05-04T18:33:11,43.68277,-79.42022,Unattended,"Apartment, Flat, Tenement with Business",2014-05-04T17:26:15,2014-05-04T17:31:08
0,0,12000,3,"Not applicable: No fire alarm system, no persons present",Not applicable (no system),No Fire alarm system,2014-05-04T21:03:19,Candle,2014-05-04T21:58:39,43.67212,-79.34205,Undetermined,Semi-Detached Dwelling,2014-05-04T20:48:01,2014-05-04T20:51:22
0,0,80000,2,All persons (at risk of injury) evacuated as a result of hearing fire alarm system,Fire alarm system operated,Fire alarm system present,2014-05-06T01:18:32,Florescent Lamp (includes ballast),2014-05-06T08:54:55,43.69605,-79.35032,Electrical Failure,Detached Dwelling,2014-05-06T01:02:26,2014-05-06T01:07:18
0,0,150,0,Undetermined,Fire alarm system operation undetermined,Undetermined,2016-09-07T00:16:00,Clothes Dryer,2016-09-07T00:45:03,43.63853,-79.54157,"Other unintentional cause, not classified",Detached Dwelling,2016-09-07T00:10:28,2016-09-07T00:15:41
0,0,7000,0,Not applicable: Occupant(s) first alerted by other means,Fire alarm system operated,Fire alarm system present,2016-09-07T22:33:14,Circuit Wiring - Copper,2016-09-07T23:52:56,43.77774,-79.32417,Electrical Failure,Detached Dwelling,2016-09-07T22:19:15,2016-09-07T22:26:56
0,0,1000,0,Not applicable: Occupant(s) first alerted by other means,Fire alarm system did not operate,Fire alarm system present,2016-09-07T23:45:00,Lightning,2016-09-08T00:19:28,43.66239,-79.45583,Natural Cause,Detached Dwelling,2016-09-07T23:09:58,2016-09-07T23:15:34
0,0,0,0,"Not applicable: No fire alarm system, no persons present",Not applicable (no system),Not applicable (bldg not classified by OBC OR detached/semi/town home),2016-04-28T10:48:00,Undetermined,2016-04-28T10:57:57,43.6673,-79.37378,Undetermined,Multi-Unit Dwelling - Over 12 Units,2016-04-28T10:41:19,2016-04-28T10:44:47
0,0,5000,0,Not applicable: Occupant(s) first alerted by other means,Not applicable (no system),No Fire alarm system,2011-08-28T00:12:08,"Stove, Range-top burner",2011-08-28T00:33:47,43.69183,-79.30948,Unattended,Detached Dwelling,2011-08-28T00:06:47,2011-08-28T00:12:07
1,0,10000,0,Not applicable: Occupant(s) first alerted by other means,Not applicable (no system),Not applicable (bldg not classified by OBC OR detached/semi/town home),2011-08-31T18:54:00,Vehicle - Mechanical,2011-08-31T19:33:46,43.77511,-79.34704,Vehicle Accident/Collision,Dental/Medical Office,2011-08-31T18:45:54,2011-08-31T18:49:12
0,0,3000,0,"Not applicable: No fire alarm system, no persons present",Not applicable (no system),Not applicable (bldg not classified by OBC OR detached/semi/town home),2011-09-04T02:07:00,Vehicle collision,2011-09-04T02:23:01,43.66065,-79.44362,Vehicle Accident/Collision,Detached Dwelling,2011-09-04T01:54:41,2011-09-04T02:02:00
0,0,2500,0,Undetermined,Not applicable (no system),Undetermined,2011-09-04T11:35:00,"Hot Ashes, Embers, Spark",2011-09-04T11:56:32,43.67317,-79.45699,Improperly Discarded,"Attached Dwelling (eg. rowhouse, townhouse, etc.)",2011-09-04T11:21:54,2011-09-04T11:25:44
0,0,300,0,"Not applicable: No fire alarm system, no persons present",Not applicable (no system),No Fire alarm system,2011-09-11T04:47:37,"Hot Ashes, Embers, Spark",2011-09-11T05:10:33,43.69124,-79.28157,"Unintentional, cause undetermined",Detached Dwelling,2011-09-11T04:41:14,2011-09-11T04:47:37
0,0,110000,3,Not applicable: Occupant(s) first alerted by other means,Not applicable (no system),No Fire alarm system,2017-04-10T01:47:53,"Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",2017-04-10T03:36:40,43.6701,-79.41318,Improperly Discarded,Multi-Unit Dwelling - 2 to 6 Units,2017-04-10T01:33:53,2017-04-10T01:37:20
0,0,40000,4,"Not applicable: No fire alarm system, no persons present",Not applicable (no system),No Fire alarm system,2017-01-16T18:57:33,"Incandescent Lamp - Light Bulb, Spotlight",2017-01-16T20:19:57,43.67841,-79.433,"Other unintentional cause, not classified",Rooming/Boarding/Lodging House,2017-01-16T18:43:26,2017-01-16T18:47:28
1,0,30000,1,All persons (at risk of injury) evacuated as a result of hearing fire alarm system,Fire alarm system operated,Fire alarm system present,2017-01-17T02:30:34,"Stove, Range-top burner",2017-01-17T03:56:44,43.64632,-79.39109,Unattended,Detached/Semi/Attached with Accessory Apartment Above Grade,2017-01-17T02:08:11,2017-01-17T02:12:09
0,0,200,0,All persons (at risk of injury) evacuated as a result of hearing fire alarm system,Fire alarm system operated,Fire alarm system present,2013-05-24T18:34:33,"Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",2013-05-24T19:24:53,43.67336,-79.28412,Improperly Discarded,Multi-Unit Dwelling - Over 12 Units,2013-05-24T18:26:51,2013-05-24T18:31:41
0,0,0,0,Undetermined,Fire alarm system operation undetermined,Undetermined,2013-05-25T17:50:00,Undetermined,2013-05-25T18:00:49,43.66874,-79.40032,Undetermined,Subway Station,2013-05-25T17:30:29,2013-05-25T17:35:20
0,0,0,0,Undetermined,Fire alarm system operation undetermined,Fire alarm system present,2016-06-09T19:17:55,Undetermined,2016-06-09T19:33:57,43.66874,-79.40032,"Unintentional, cause undetermined",Subway Station,2016-06-09T19:13:16,2016-06-09T19:17:55
0,0,0,0,"Not applicable: No fire alarm system, no persons present",Fire alarm system operation undetermined,Fire alarm system present,2016-06-10T15:04:00,Undetermined,2016-06-10T15:24:18,43.67756,-79.35197,"Unintentional, cause undetermined",Subway Station,2016-06-10T14:38:39,2016-06-10T14:43:03
0,0,5000,0,All persons (at risk of injury) evacuated as a result of hearing fire alarm system,Fire alarm system operated,Fire alarm system present,2015-08-22T19:21:22,Undetermined,2015-08-22T21:07:35,43.76545,-79.19947,Undetermined,Multi-Unit Dwelling - Over 12 Units,2015-08-22T19:12:40,2015-08-22T19:16:51
0,0,1000,0,Some persons (at risk) evacuated as a result of hearing fire alarm system,Fire alarm system operated,Fire alarm system present,2013-05-26T12:57:58,"Smoker's Articles (eg. cigarettes, cigars, pipes already ignited",2013-05-26T13:23:46,43.69492,-79.29734,Improperly Discarded,Multi-Unit Dwelling - Over 12 Units,2013-05-26T12:51:47,2013-05-26T12:57:52
0,0,300,0,Not applicable: Occupant(s) first alerted by other means,Fire alarm system did not operate,Fire alarm system present,2013-05-27T09:00:00,Other Mechanical,2013-05-27T09:06:20,43.65986,-79.39049,"Other unintentional cause, not classified",Subway Station,2013-05-27T07:53:02,2013-05-27T07:57:31
1,0,30000,2,"Not applicable: No fire alarm system, no persons present",Not applicable (no system),Not applicable (bldg not classified by OBC OR detached/semi/town home),2013-05-27T13:04:22,Undetermined,2013-05-27T14:17:33,43.72636,-79.53281,Electrical Failure,Detached Dwelling,2013-05-27T12:46:12,2013-05-27T12:52:37
